52622 65086
52622 41588
52622 15993
52622 50192
52622 51690
56995 33426
56995 65086
56995 41588
56995 52622
56995 58222
57145 33426
3029 57145
3029 2784
39076 57145
2394 57738
2394 6975
2394 17554
2394 60926
2394 39723
2394 35178
2470 57738
2470 27926
6975 20394
6975 45385
6975 57738
6975 60926
6975 66820
6975 58769
6975 3342
6975 55442
6975 57878
6975 47677
17554 57738
17554 35835
17554 14726
17702 57738
17702 2394
18533 554
18533 40894
18533 57738
18533 66820
18533 54785
18533 49794
20532 20394
20532 57738
20532 27926
20532 60926
20532 66820
20532 48773
20532 16610
20532 45417
20532 38929
22552 554
22552 45385
22552 57738
22552 17554
22552 18533
22552 54785
22552 48022
22552 66135
22552 30160
22552 25569
22552 13133
22552 67453
22552 15482
27926 57738
27926 6975
27926 35280
27926 60926
27926 66820
27926 35750
27926 66017
29761 57738
29761 34596
29761 65338
29761 66820
33137 45385
33137 57738
34596 35424
34596 57738
34596 22552
34596 27246
34596 38253
34596 28779
34596 45107
34596 47049
34596 5063
34596 7379
35059 45385
35059 57738
35059 29761
35059 54118
35059 66820
35280 34071
35280 57738
35280 66820
35280 16164
35280 2658
35280 35750
35280 66017
47226 554
47226 57738
47226 66820
54118 554
54118 57738
54118 29761
54118 65338
54118 66820
60926 62227
60926 34071
60926 554
60926 57738
60926 35280
60926 66820
60926 30291
60926 54556
60926 5029
60926 35750
60926 19436
60926 45319
60926 50568
61918 57738
61918 2394
61918 17554
61918 23717
61918 47814
61918 46534
65338 57738
65338 54915
65338 30744
65338 40803
66820 57738
66821 26021
66821 57738
66821 6975
66821 60926
67820 62227
67820 57738
67820 30160
67820 14495
67820 25614
4070 66820
4070 39773
4070 38419
17141 66820
25442 60926
25442 66820
25442 54556
25442 41302
25442 19436
25442 4476
25442 10541
30291 34071
30291 63113
30291 65086
30291 45385
30291 66820
30291 5029
30291 35750
30291 53777
37380 66820
46598 554
46598 60926
46598 66820
46598 32635
46598 50568
51911 66820
51911 28128
51911 39498
53676 66820
53676 18865
54556 66820
54556 54785
54556 32368
54556 16266
54556 63786
54556 20253
57682 554
57682 60926
57682 66820
57739 554
57739 18533
57739 66820
58198 66820
6466 34071
6466 32800
6466 55319
6466 57878
6466 54465
9207 34071
9207 35280
9207 16164
9207 48973
9211 34071
12067 34071
12067 35280
12067 9207
12067 16164
12067 48973
16164 59077
16164 34071
16164 63113
16164 22838
16164 29181
16164 13937
16164 48973
17755 34071
17755 15946
17755 53676
17755 17596
17755 18865
